image_path,steering,speed,source,sequence_key,chunk_id
data\training_data\5401.png,93.75,1.0,csv,csv_000005401,10
data\training_data\10166.png,89.375,0.0,csv,csv_000010166,20
data\training_data\4418.png,80.625,1.0,csv,csv_000004418,8
data\training_data\2496.png,106.875,1.0,csv,csv_000002496,4
data\training_data\13072.png,85.0,1.0,csv,csv_000013072,26
data\training_data\2413.png,89.375,1.0,csv,csv_000002413,4
data\training_data\6888.png,98.125,0.0,csv,csv_000006888,13
data\training_data\2129.png,89.375,0.0,csv,csv_000002129,4
data\training_data\3824.png,93.75,1.0,csv,csv_000003824,7
data\training_data\9991.png,85.0,0.0,csv,csv_000009991,19
car\data\drive_frames\1773066161817_95_35.png,95.0,35.0,drive_frames,drive_1773066161817,29
data\training_data\10466.png,80.625,1.0,csv,csv_000010466,20
data\training_data\6012.png,106.875,1.0,csv,csv_000006012,11
data\training_data\8641.png,89.375,1.0,csv,csv_000008641,17
data\training_data\7091.png,93.75,1.0,csv,csv_000007091,14
data\training_data\11782.png,98.125,1.0,csv,csv_000011782,23
car\data\drive_frames\1773066104941_50_35.png,50.0,35.0,drive_frames,drive_1773066104941,29
data\training_data\11327.png,102.5,0.0,csv,csv_000011327,22
data\training_data\14164.png,85.0,1.0,csv,csv_000014164,28
data\training_data\11239.png,85.0,1.0,csv,csv_000011239,22
data\training_data\10511.png,98.125,1.0,csv,csv_000010511,20
data\training_data\13008.png,58.75,1.0,csv,csv_000013008,25
car\data\drive_frames\1773148058877_85_35.png,85.0,35.0,drive_frames,drive_1773148058877,31
data\training_data\12689.png,85.0,1.0,csv,csv_000012689,25
car\data\drive_frames\1773065813396_95_35.png,95.0,35.0,drive_frames,drive_1773065813396,29
data\training_data\10029.png,89.375,1.0,csv,csv_000010029,20
data\training_data\6915.png,85.0,0.0,csv,csv_000006915,13
data\training_data\11427.png,102.5,1.0,csv,csv_000011427,22
data\training_data\11728.png,106.875,1.0,csv,csv_000011728,23
data\training_data\833.png,80.625,1.0,csv,csv_000000833,1
data\training_data\11287.png,89.375,1.0,csv,csv_000011287,22
data\training_data\9831.png,76.25,1.0,csv,csv_000009831,19
data\training_data\11491.png,89.375,1.0,csv,csv_000011491,22
data\training_data\12640.png,54.375,1.0,csv,csv_000012640,25
data\training_data\714.png,102.5,1.0,csv,csv_000000714,1
data\training_data\3848.png,50.0,1.0,csv,csv_000003848,7
data\training_data\2318.png,80.625,1.0,csv,csv_000002318,4
data\training_data\11534.png,58.75,1.0,csv,csv_000011534,23
data\training_data\14329.png,85.0,1.0,csv,csv_000014329,28
car\data\drive_frames\1773066078050_95_35.png,95.0,35.0,drive_frames,drive_1773066078050,29
data\training_data\11669.png,89.375,1.0,csv,csv_000011669,23
car\data\drive_frames\1773066053193_70_35.png,70.0,35.0,drive_frames,drive_1773066053193,29
data\training_data\3539.png,54.375,1.0,csv,csv_000003539,7
data\training_data\5199.png,89.375,0.0,csv,csv_000005199,10
data\training_data\8657.png,58.75,1.0,csv,csv_000008657,17
data\training_data\11574.png,106.875,0.0,csv,csv_000011574,23
data\training_data\7028.png,58.75,0.0,csv,csv_000007028,14
data\training_data\4253.png,106.875,1.0,csv,csv_000004253,8
data\training_data\1491.png,89.375,0.0,csv,csv_000001491,2
data\training_data\849.png,93.75,1.0,csv,csv_000000849,1
data\training_data\2074.png,76.25,1.0,csv,csv_000002074,4
data\training_data\8545.png,85.0,0.0,csv,csv_000008545,17
data\training_data\6978.png,80.625,1.0,csv,csv_000006978,13
data\training_data\8746.png,106.875,1.0,csv,csv_000008746,17
data\training_data\2221.png,102.5,1.0,csv,csv_000002221,4
data\training_data\1299.png,85.0,0.0,csv,csv_000001299,2
data\training_data\7385.png,120.0,1.0,csv,csv_000007385,14
data\training_data\8390.png,85.0,1.0,csv,csv_000008390,16
data\training_data\4045.png,102.5,1.0,csv,csv_000004045,8
data\training_data\8562.png,89.375,1.0,csv,csv_000008562,17
data\training_data\940.png,102.5,1.0,csv,csv_000000940,1
data\training_data\13403.png,67.5,0.0,csv,csv_000013403,26
data\training_data\2793.png,89.375,0.0,csv,csv_000002793,5
data\training_data\2905.png,89.375,1.0,csv,csv_000002905,5
data\training_data\2934.png,58.75,1.0,csv,csv_000002934,5
data\training_data\2662.png,98.125,1.0,csv,csv_000002662,5
data\training_data\6850.png,102.5,1.0,csv,csv_000006850,13
data\training_data\567.png,67.5,1.0,csv,csv_000000567,1
data\training_data\11753.png,111.25,1.0,csv,csv_000011753,23
data\training_data\13475.png,80.625,1.0,csv,csv_000013475,26
data\training_data\5340.png,89.375,0.0,csv,csv_000005340,10
data\training_data\4485.png,63.125,0.0,csv,csv_000004485,8
data\training_data\12573.png,102.5,1.0,csv,csv_000012573,25
car\data\drive_frames\1773066071844_50_35.png,50.0,35.0,drive_frames,drive_1773066071844,29
data\training_data\6780.png,93.75,1.0,csv,csv_000006780,13
data\training_data\10183.png,85.0,1.0,csv,csv_000010183,20
data\training_data\5976.png,85.0,0.0,csv,csv_000005976,11
data\training_data\8624.png,98.125,1.0,csv,csv_000008624,17
data\training_data\5839.png,85.0,0.0,csv,csv_000005839,11
car\data\drive_frames\1773066088399_75_35.png,75.0,35.0,drive_frames,drive_1773066088399,29
data\training_data\4359.png,93.75,1.0,csv,csv_000004359,8
data\training_data\13144.png,102.5,1.0,csv,csv_000013144,26
data\training_data\8531.png,76.25,0.0,csv,csv_000008531,17
data\training_data\5349.png,85.0,0.0,csv,csv_000005349,10
car\data\drive_frames\1773065999406_95_35.png,95.0,35.0,drive_frames,drive_1773065999406,29
car\data\drive_frames\1773066009755_105_35.png,105.0,35.0,drive_frames,drive_1773066009755,29
data\training_data\13401.png,106.875,1.0,csv,csv_000013401,26
data\training_data\4517.png,85.0,1.0,csv,csv_000004517,8
data\training_data\8977.png,80.625,1.0,csv,csv_000008977,17
data\training_data\14060.png,85.0,0.0,csv,csv_000014060,28
data\training_data\3988.png,80.625,1.0,csv,csv_000003988,7
data\training_data\11595.png,85.0,0.0,csv,csv_000011595,23
data\training_data\4191.png,98.125,0.0,csv,csv_000004191,8
data\training_data\11925.png,80.625,1.0,csv,csv_000011925,23
data\training_data\2757.png,102.5,1.0,csv,csv_000002757,5
data\training_data\11585.png,102.5,0.0,csv,csv_000011585,23
data\training_data\14203.png,85.0,1.0,csv,csv_000014203,28
data\training_data\2476.png,67.5,1.0,csv,csv_000002476,4
data\training_data\11673.png,58.75,0.0,csv,csv_000011673,23
data\training_data\8514.png,106.875,1.0,csv,csv_000008514,16
data\training_data\1223.png,106.875,1.0,csv,csv_000001223,2
data\training_data\5973.png,63.125,1.0,csv,csv_000005973,11
data\training_data\7045.png,89.375,0.0,csv,csv_000007045,14
car\data\drive_frames\1773147936073_120_35.png,120.0,35.0,drive_frames,drive_1773147936073,31
data\training_data\10056.png,80.625,0.0,csv,csv_000010056,20
data\training_data\10194.png,63.125,0.0,csv,csv_000010194,20
data\training_data\2194.png,102.5,0.0,csv,csv_000002194,4
data\training_data\5513.png,71.875,1.0,csv,csv_000005513,10
data\training_data\13473.png,102.5,1.0,csv,csv_000013473,26
data\training_data\13013.png,93.75,1.0,csv,csv_000013013,25
data\training_data\1233.png,67.5,1.0,csv,csv_000001233,2
data\training_data\12885.png,85.0,1.0,csv,csv_000012885,25
data\training_data\14107.png,85.0,1.0,csv,csv_000014107,28
data\training_data\2796.png,111.25,1.0,csv,csv_000002796,5
car\data\drive_frames\1773066127688_55_35.png,55.0,35.0,drive_frames,drive_1773066127688,29
data\training_data\7484.png,98.125,1.0,csv,csv_000007484,14
data\training_data\5179.png,71.875,1.0,csv,csv_000005179,10
data\training_data\10080.png,58.75,1.0,csv,csv_000010080,20
data\training_data\8323.png,89.375,1.0,csv,csv_000008323,16
data\training_data\12736.png,63.125,1.0,csv,csv_000012736,25
data\training_data\13259.png,85.0,1.0,csv,csv_000013259,26
data\training_data\8919.png,85.0,0.0,csv,csv_000008919,17
data\training_data\9823.png,89.375,1.0,csv,csv_000009823,19
car\data\drive_frames\1773147743359_125_35.png,120.0,35.0,drive_frames,drive_1773147743359,31
data\training_data\5613.png,63.125,1.0,csv,csv_000005613,11
data\training_data\11762.png,85.0,1.0,csv,csv_000011762,23
data\training_data\14343.png,63.125,1.0,csv,csv_000014343,28
data\training_data\9935.png,89.375,1.0,csv,csv_000009935,19
data\training_data\8122.png,93.75,1.0,csv,csv_000008122,16
data\training_data\3559.png,67.5,1.0,csv,csv_000003559,7
data\training_data\9999.png,58.75,0.0,csv,csv_000009999,19
data\training_data\14086.png,85.0,1.0,csv,csv_000014086,28
data\training_data\13379.png,106.875,1.0,csv,csv_000013379,26
data\training_data\5583.png,85.0,1.0,csv,csv_000005583,11
data\training_data\2969.png,76.25,1.0,csv,csv_000002969,5
data\training_data\11935.png,85.0,1.0,csv,csv_000011935,23
data\training_data\11170.png,89.375,1.0,csv,csv_000011170,22
data\training_data\2242.png,111.25,0.0,csv,csv_000002242,4
data\training_data\4507.png,89.375,1.0,csv,csv_000004507,8
data\training_data\4512.png,71.875,1.0,csv,csv_000004512,8
data\training_data\7123.png,120.0,1.0,csv,csv_000007123,14
data\training_data\513.png,85.0,0.0,csv,csv_000000513,1
data\training_data\5808.png,98.125,1.0,csv,csv_000005808,11
data\training_data\3960.png,98.125,1.0,csv,csv_000003960,7
data\training_data\14057.png,58.75,0.0,csv,csv_000014057,28
data\training_data\14214.png,89.375,1.0,csv,csv_000014214,28
data\training_data\9990.png,89.375,1.0,csv,csv_000009990,19
data\training_data\8454.png,80.625,1.0,csv,csv_000008454,16
car\data\drive_frames\1773147861528_120_35.png,120.0,35.0,drive_frames,drive_1773147861528,31
data\training_data\8503.png,102.5,0.0,csv,csv_000008503,16
data\training_data\6576.png,89.375,0.0,csv,csv_000006576,13
data\training_data\13099.png,93.75,1.0,csv,csv_000013099,26
data\training_data\10039.png,63.125,1.0,csv,csv_000010039,20
data\training_data\8288.png,111.25,1.0,csv,csv_000008288,16
data\training_data\10352.png,63.125,1.0,csv,csv_000010352,20
data\training_data\8998.png,89.375,0.0,csv,csv_000008998,17
data\training_data\5870.png,89.375,1.0,csv,csv_000005870,11
car\data\drive_frames\1772209972872_120_35.png,120.0,35.0,drive_frames,drive_1772209972872,28
data\training_data\4304.png,50.0,0.0,csv,csv_000004304,8
data\training_data\11537.png,80.625,1.0,csv,csv_000011537,23
data\training_data\14242.png,80.625,1.0,csv,csv_000014242,28
car\data\drive_frames\1773066185600_75_0.png,75.0,0.0,drive_frames,drive_1773066185600,29
data\training_data\8768.png,89.375,1.0,csv,csv_000008768,17
data\training_data\11528.png,93.75,1.0,csv,csv_000011528,22
data\training_data\5848.png,93.75,1.0,csv,csv_000005848,11
data\training_data\2014.png,98.125,1.0,csv,csv_000002014,4
data\training_data\6956.png,85.0,1.0,csv,csv_000006956,13
data\training_data\7264.png,102.5,1.0,csv,csv_000007264,14
data\training_data\8168.png,111.25,1.0,csv,csv_000008168,16
data\training_data\11772.png,63.125,1.0,csv,csv_000011772,23
data\training_data\10099.png,102.5,1.0,csv,csv_000010099,20
data\training_data\8110.png,85.0,0.0,csv,csv_000008110,16
data\training_data\7237.png,98.125,0.0,csv,csv_000007237,14
data\training_data\4298.png,102.5,1.0,csv,csv_000004298,8
data\training_data\8567.png,89.375,1.0,csv,csv_000008567,17
data\training_data\9534.png,89.375,1.0,csv,csv_000009534,19
data\training_data\6944.png,85.0,1.0,csv,csv_000006944,13
data\training_data\11514.png,98.125,1.0,csv,csv_000011514,22
data\training_data\11712.png,102.5,1.0,csv,csv_000011712,23
car\data\drive_frames\1773066046989_70_35.png,70.0,35.0,drive_frames,drive_1773066046989,29
data\training_data\556.png,85.0,1.0,csv,csv_000000556,1
data\training_data\14172.png,85.0,0.0,csv,csv_000014172,28
data\training_data\11172.png,93.75,1.0,csv,csv_000011172,22
data\training_data\834.png,85.0,1.0,csv,csv_000000834,1
data\training_data\2846.png,80.625,1.0,csv,csv_000002846,5
data\training_data\8979.png,80.625,1.0,csv,csv_000008979,17
data\training_data\6775.png,89.375,1.0,csv,csv_000006775,13
data\training_data\2573.png,111.25,0.0,csv,csv_000002573,5
data\training_data\5464.png,115.625,0.0,csv,csv_000005464,10
data\training_data\7379.png,85.0,0.0,csv,csv_000007379,14
data\training_data\2624.png,58.75,1.0,csv,csv_000002624,5
data\training_data\4205.png,85.0,0.0,csv,csv_000004205,8
data\training_data\558.png,106.875,0.0,csv,csv_000000558,1
data\training_data\5765.png,106.875,1.0,csv,csv_000005765,11
data\training_data\6618.png,102.5,0.0,csv,csv_000006618,13
data\training_data\11337.png,63.125,1.0,csv,csv_000011337,22
data\training_data\5384.png,98.125,1.0,csv,csv_000005384,10
data\training_data\11529.png,106.875,1.0,csv,csv_000011529,22
car\data\drive_frames\1773066183532_75_35.png,75.0,35.0,drive_frames,drive_1773066183532,29
car\data\drive_frames\1772205718253_60_35.png,60.0,35.0,drive_frames,drive_1772205718253,28
car\data\drive_frames\1773147975362_120_35.png,120.0,35.0,drive_frames,drive_1773147975362,31
data\training_data\11310.png,85.0,1.0,csv,csv_000011310,22
data\training_data\6681.png,85.0,1.0,csv,csv_000006681,13
data\training_data\11436.png,98.125,1.0,csv,csv_000011436,22
data\training_data\8176.png,89.375,1.0,csv,csv_000008176,16
data\training_data\1346.png,102.5,1.0,csv,csv_000001346,2
data\training_data\7187.png,111.25,0.0,csv,csv_000007187,14
data\training_data\11197.png,80.625,1.0,csv,csv_000011197,22
data\training_data\13343.png,120.0,1.0,csv,csv_000013343,26
data\training_data\11891.png,58.75,1.0,csv,csv_000011891,23
data\training_data\8119.png,85.0,1.0,csv,csv_000008119,16
data\training_data\8743.png,93.75,1.0,csv,csv_000008743,17
data\training_data\13118.png,85.0,1.0,csv,csv_000013118,26
data\training_data\11198.png,63.125,1.0,csv,csv_000011198,22
data\training_data\2329.png,85.0,1.0,csv,csv_000002329,4
data\training_data\7015.png,93.75,1.0,csv,csv_000007015,13
data\training_data\943.png,102.5,1.0,csv,csv_000000943,1
data\training_data\8578.png,98.125,1.0,csv,csv_000008578,17
data\training_data\731.png,85.0,0.0,csv,csv_000000731,1
data\training_data\6897.png,54.375,1.0,csv,csv_000006897,13
car\data\drive_frames\1773147744392_125_35.png,120.0,35.0,drive_frames,drive_1773147744392,31
data\training_data\4138.png,54.375,1.0,csv,csv_000004138,8
data\training_data\10340.png,85.0,1.0,csv,csv_000010340,20
data\training_data\2252.png,102.5,1.0,csv,csv_000002252,4
data\training_data\5530.png,63.125,1.0,csv,csv_000005530,11
data\training_data\8247.png,89.375,1.0,csv,csv_000008247,16
data\training_data\2627.png,85.0,0.0,csv,csv_000002627,5
car\data\drive_frames\1773065852917_85_35.png,85.0,35.0,drive_frames,drive_1773065852917,29
data\training_data\8874.png,76.25,1.0,csv,csv_000008874,17
data\training_data\11654.png,85.0,1.0,csv,csv_000011654,23
data\training_data\11325.png,80.625,1.0,csv,csv_000011325,22
data\training_data\5419.png,89.375,1.0,csv,csv_000005419,10
data\training_data\8688.png,98.125,1.0,csv,csv_000008688,17
data\training_data\7162.png,80.625,1.0,csv,csv_000007162,14
data\training_data\9913.png,98.125,1.0,csv,csv_000009913,19
data\training_data\3918.png,80.625,1.0,csv,csv_000003918,7
data\training_data\2203.png,93.75,1.0,csv,csv_000002203,4
data\training_data\14120.png,98.125,1.0,csv,csv_000014120,28
data\training_data\881.png,85.0,0.0,csv,csv_000000881,1
data\training_data\11323.png,85.0,0.0,csv,csv_000011323,22
data\training_data\8767.png,80.625,1.0,csv,csv_000008767,17
data\training_data\2149.png,80.625,1.0,csv,csv_000002149,4
data\training_data\10124.png,63.125,1.0,csv,csv_000010124,20
data\training_data\4365.png,98.125,1.0,csv,csv_000004365,8
data\training_data\11429.png,85.0,1.0,csv,csv_000011429,22
data\training_data\14211.png,85.0,1.0,csv,csv_000014211,28
car\data\drive_frames\1772210059861_120_35.png,120.0,35.0,drive_frames,drive_1772210059861,29
data\training_data\10431.png,85.0,1.0,csv,csv_000010431,20
data\training_data\6612.png,71.875,0.0,csv,csv_000006612,13
data\training_data\6604.png,85.0,1.0,csv,csv_000006604,13
data\training_data\14408.png,93.75,1.0,csv,csv_000014408,28
data\training_data\13476.png,85.0,1.0,csv,csv_000013476,26
data\training_data\11488.png,102.5,1.0,csv,csv_000011488,22
data\training_data\9884.png,58.75,1.0,csv,csv_000009884,19
data\training_data\13522.png,76.25,1.0,csv,csv_000013522,26
data\training_data\1125.png,85.0,0.0,csv,csv_000001125,2
data\training_data\14304.png,71.875,1.0,csv,csv_000014304,28
data\training_data\10119.png,106.875,1.0,csv,csv_000010119,20
data\training_data\6539.png,80.625,1.0,csv,csv_000006539,13
data\training_data\9988.png,80.625,1.0,csv,csv_000009988,19
data\training_data\8780.png,58.75,1.0,csv,csv_000008780,17
data\training_data\5152.png,85.0,1.0,csv,csv_000005152,10
data\training_data\4112.png,89.375,0.0,csv,csv_000004112,8
data\training_data\7307.png,102.5,0.0,csv,csv_000007307,14
car\data\drive_frames\1772210039148_120_35.png,120.0,35.0,drive_frames,drive_1772210039148,29
data\training_data\2784.png,106.875,1.0,csv,csv_000002784,5
data\training_data\8073.png,98.125,1.0,csv,csv_000008073,16
data\training_data\14297.png,120.0,1.0,csv,csv_000014297,28
data\training_data\4315.png,54.375,1.0,csv,csv_000004315,8
data\training_data\12610.png,54.375,1.0,csv,csv_000012610,25
data\training_data\3965.png,106.875,1.0,csv,csv_000003965,7
data\training_data\6835.png,89.375,1.0,csv,csv_000006835,13
data\training_data\5619.png,102.5,1.0,csv,csv_000005619,11
data\training_data\3826.png,85.0,1.0,csv,csv_000003826,7
data\training_data\3974.png,93.75,1.0,csv,csv_000003974,7
data\training_data\3627.png,102.5,1.0,csv,csv_000003627,7
data\training_data\8944.png,80.625,1.0,csv,csv_000008944,17
data\training_data\6942.png,85.0,1.0,csv,csv_000006942,13
data\training_data\9842.png,85.0,1.0,csv,csv_000009842,19
data\training_data\5681.png,85.0,1.0,csv,csv_000005681,11
data\training_data\13375.png,111.25,1.0,csv,csv_000013375,26
data\training_data\8064.png,102.5,1.0,csv,csv_000008064,16
data\training_data\4038.png,89.375,1.0,csv,csv_000004038,8
data\training_data\1452.png,89.375,0.0,csv,csv_000001452,2
data\training_data\8205.png,67.5,1.0,csv,csv_000008205,16
data\training_data\671.png,85.0,0.0,csv,csv_000000671,1
data\training_data\14317.png,85.0,1.0,csv,csv_000014317,28
data\training_data\9839.png,93.75,1.0,csv,csv_000009839,19
data\training_data\12670.png,115.625,1.0,csv,csv_000012670,25
data\training_data\12749.png,111.25,0.0,csv,csv_000012749,25
data\training_data\2515.png,89.375,1.0,csv,csv_000002515,5
data\training_data\4307.png,106.875,1.0,csv,csv_000004307,8
data\training_data\10062.png,80.625,1.0,csv,csv_000010062,20
data\training_data\12537.png,106.875,1.0,csv,csv_000012537,25
data\training_data\8135.png,102.5,1.0,csv,csv_000008135,16
data\training_data\598.png,89.375,0.0,csv,csv_000000598,1
data\training_data\12801.png,89.375,1.0,csv,csv_000012801,25
car\data\drive_frames\1773147879107_75_35.png,75.0,35.0,drive_frames,drive_1773147879107,31
data\training_data\2772.png,63.125,1.0,csv,csv_000002772,5
data\training_data\11944.png,85.0,1.0,csv,csv_000011944,23
data\training_data\2596.png,85.0,1.0,csv,csv_000002596,5
data\training_data\11862.png,58.75,1.0,csv,csv_000011862,23
data\training_data\11859.png,67.5,1.0,csv,csv_000011859,23
car\data\drive_frames\1773066039740_50_35.png,50.0,35.0,drive_frames,drive_1773066039740,29
data\training_data\14372.png,58.75,1.0,csv,csv_000014372,28
data\training_data\1386.png,93.75,1.0,csv,csv_000001386,2
data\training_data\10024.png,89.375,1.0,csv,csv_000010024,19
data\training_data\2857.png,115.625,0.0,csv,csv_000002857,5
data\training_data\8687.png,89.375,1.0,csv,csv_000008687,17
data\training_data\12583.png,106.875,1.0,csv,csv_000012583,25
data\training_data\12687.png,80.625,1.0,csv,csv_000012687,25
data\training_data\5799.png,89.375,1.0,csv,csv_000005799,11
data\training_data\13307.png,115.625,1.0,csv,csv_000013307,26
data\training_data\3737.png,85.0,1.0,csv,csv_000003737,7
data\training_data\12717.png,80.625,1.0,csv,csv_000012717,25
data\training_data\1490.png,111.25,0.0,csv,csv_000001490,2
data\training_data\2085.png,80.625,1.0,csv,csv_000002085,4
data\training_data\11216.png,85.0,0.0,csv,csv_000011216,22
data\training_data\14174.png,111.25,1.0,csv,csv_000014174,28
data\training_data\6546.png,80.625,1.0,csv,csv_000006546,13
data\training_data\14259.png,63.125,1.0,csv,csv_000014259,28
data\training_data\12793.png,98.125,1.0,csv,csv_000012793,25
data\training_data\11783.png,89.375,1.0,csv,csv_000011783,23
data\training_data\13273.png,85.0,1.0,csv,csv_000013273,26
data\training_data\791.png,85.0,0.0,csv,csv_000000791,1
data\training_data\11607.png,80.625,1.0,csv,csv_000011607,23
data\training_data\11482.png,98.125,1.0,csv,csv_000011482,22
data\training_data\9997.png,89.375,1.0,csv,csv_000009997,19
data\training_data\8872.png,50.0,1.0,csv,csv_000008872,17
data\training_data\1229.png,50.0,1.0,csv,csv_000001229,2
data\training_data\2977.png,102.5,1.0,csv,csv_000002977,5
data\training_data\7290.png,71.875,1.0,csv,csv_000007290,14
car\data\drive_frames\1773148045439_85_35.png,85.0,35.0,drive_frames,drive_1773148045439,31
data\training_data\6960.png,106.875,1.0,csv,csv_000006960,13
data\training_data\9848.png,106.875,1.0,csv,csv_000009848,19
data\training_data\8640.png,85.0,0.0,csv,csv_000008640,17
data\training_data\4353.png,89.375,1.0,csv,csv_000004353,8
data\training_data\4332.png,102.5,1.0,csv,csv_000004332,8
data\training_data\4117.png,102.5,1.0,csv,csv_000004117,8
car\data\drive_frames\1773066102873_100_35.png,100.0,35.0,drive_frames,drive_1773066102873,29
data\training_data\5595.png,89.375,1.0,csv,csv_000005595,11
data\training_data\11747.png,89.375,0.0,csv,csv_000011747,23
data\training_data\2691.png,85.0,0.0,csv,csv_000002691,5
data\training_data\4124.png,58.75,1.0,csv,csv_000004124,8
data\training_data\6861.png,98.125,1.0,csv,csv_000006861,13
data\training_data\11605.png,102.5,0.0,csv,csv_000011605,23
data\training_data\885.png,98.125,1.0,csv,csv_000000885,1
data\training_data\5972.png,93.75,1.0,csv,csv_000005972,11
data\training_data\10455.png,54.375,1.0,csv,csv_000010455,20
data\training_data\5563.png,80.625,1.0,csv,csv_000005563,11
data\training_data\628.png,89.375,1.0,csv,csv_000000628,1
car\data\drive_frames\1773066061463_65_35.png,65.0,35.0,drive_frames,drive_1773066061463,29
data\training_data\13207.png,80.625,1.0,csv,csv_000013207,26
data\training_data\14320.png,85.0,1.0,csv,csv_000014320,28
data\training_data\11971.png,85.0,1.0,csv,csv_000011971,23
data\training_data\10355.png,63.125,1.0,csv,csv_000010355,20
data\training_data\3688.png,63.125,1.0,csv,csv_000003688,7
data\training_data\11581.png,58.75,1.0,csv,csv_000011581,23
data\training_data\8788.png,89.375,1.0,csv,csv_000008788,17
data\training_data\8426.png,80.625,1.0,csv,csv_000008426,16
data\training_data\5168.png,85.0,1.0,csv,csv_000005168,10
data\training_data\1244.png,93.75,1.0,csv,csv_000001244,2
data\training_data\2177.png,63.125,1.0,csv,csv_000002177,4
data\training_data\11308.png,85.0,0.0,csv,csv_000011308,22
car\data\drive_frames\1773066054226_90_35.png,90.0,35.0,drive_frames,drive_1773066054226,29
data\training_data\13077.png,63.125,1.0,csv,csv_000013077,26
data\training_data\11530.png,89.375,0.0,csv,csv_000011530,22
data\training_data\2716.png,85.0,1.0,csv,csv_000002716,5
data\training_data\11426.png,85.0,1.0,csv,csv_000011426,22
data\training_data\10341.png,85.0,1.0,csv,csv_000010341,20
data\training_data\5104.png,85.0,1.0,csv,csv_000005104,10
data\training_data\6653.png,85.0,1.0,csv,csv_000006653,13
data\training_data\14338.png,111.25,1.0,csv,csv_000014338,28
data\training_data\12624.png,102.5,1.0,csv,csv_000012624,25
data\training_data\9798.png,102.5,1.0,csv,csv_000009798,19
data\training_data\3788.png,98.125,1.0,csv,csv_000003788,7
data\training_data\9548.png,98.125,1.0,csv,csv_000009548,19
data\training_data\2204.png,58.75,1.0,csv,csv_000002204,4
data\training_data\2165.png,71.875,1.0,csv,csv_000002165,4
data\training_data\10473.png,102.5,1.0,csv,csv_000010473,20
car\data\drive_frames\1773066170090_60_35.png,60.0,35.0,drive_frames,drive_1773066170090,29
data\training_data\2975.png,106.875,1.0,csv,csv_000002975,5
data\training_data\9646.png,85.0,0.0,csv,csv_000009646,19
data\training_data\4136.png,93.75,1.0,csv,csv_000004136,8
car\data\drive_frames\1773148055777_85_35.png,85.0,35.0,drive_frames,drive_1773148055777,31
data\training_data\8551.png,98.125,1.0,csv,csv_000008551,17
data\training_data\8935.png,85.0,0.0,csv,csv_000008935,17
data\training_data\6952.png,80.625,1.0,csv,csv_000006952,13
data\training_data\5069.png,89.375,1.0,csv,csv_000005069,10
data\training_data\14325.png,85.0,1.0,csv,csv_000014325,28
data\training_data\2613.png,85.0,0.0,csv,csv_000002613,5
data\training_data\1421.png,80.625,1.0,csv,csv_000001421,2
data\training_data\5599.png,120.0,0.0,csv,csv_000005599,11
data\training_data\9728.png,106.875,1.0,csv,csv_000009728,19
data\training_data\2409.png,89.375,1.0,csv,csv_000002409,4
data\training_data\5119.png,93.75,1.0,csv,csv_000005119,10
data\training_data\708.png,89.375,1.0,csv,csv_000000708,1
data\training_data\13174.png,106.875,0.0,csv,csv_000013174,26
data\training_data\1271.png,102.5,1.0,csv,csv_000001271,2
data\training_data\1136.png,80.625,1.0,csv,csv_000001136,2
data\training_data\13287.png,85.0,0.0,csv,csv_000013287,26
data\training_data\1397.png,93.75,1.0,csv,csv_000001397,2
data\training_data\3996.png,106.875,1.0,csv,csv_000003996,7
data\training_data\5407.png,102.5,1.0,csv,csv_000005407,10
data\training_data\8845.png,80.625,1.0,csv,csv_000008845,17
data\training_data\12974.png,102.5,1.0,csv,csv_000012974,25
data\training_data\3609.png,85.0,1.0,csv,csv_000003609,7
data\training_data\12828.png,106.875,1.0,csv,csv_000012828,25
data\training_data\13110.png,115.625,0.0,csv,csv_000013110,26
data\training_data\6900.png,89.375,0.0,csv,csv_000006900,13
car\data\drive_frames\1773065724109_55_35.png,55.0,35.0,drive_frames,drive_1773065724109,29
data\training_data\7231.png,102.5,1.0,csv,csv_000007231,14
data\training_data\1281.png,89.375,1.0,csv,csv_000001281,2
data\training_data\5198.png,85.0,1.0,csv,csv_000005198,10
data\training_data\12576.png,93.75,1.0,csv,csv_000012576,25
car\data\drive_frames\1773065841311_80_35.png,80.0,35.0,drive_frames,drive_1773065841311,29
data\training_data\10271.png,93.75,1.0,csv,csv_000010271,20
data\training_data\2107.png,58.75,1.0,csv,csv_000002107,4
data\training_data\6890.png,85.0,1.0,csv,csv_000006890,13
data\training_data\11402.png,54.375,0.0,csv,csv_000011402,22
data\training_data\2313.png,89.375,1.0,csv,csv_000002313,4
car\data\drive_frames\1772205717217_85_35.png,85.0,35.0,drive_frames,drive_1772205717217,28
data\training_data\5555.png,106.875,1.0,csv,csv_000005555,11
data\training_data\2870.png,85.0,0.0,csv,csv_000002870,5
data\training_data\11236.png,85.0,1.0,csv,csv_000011236,22
data\training_data\1412.png,93.75,1.0,csv,csv_000001412,2
car\data\drive_frames\1773065794785_85_35.png,85.0,35.0,drive_frames,drive_1773065794785,29
data\training_data\654.png,102.5,1.0,csv,csv_000000654,1
data\training_data\4059.png,85.0,1.0,csv,csv_000004059,8
data\training_data\5475.png,106.875,1.0,csv,csv_000005475,10
car\data\drive_frames\1773147919495_105_35.png,105.0,35.0,drive_frames,drive_1773147919495,31
data\training_data\3719.png,102.5,1.0,csv,csv_000003719,7
